state,date,avg_temperature,avg_visibility,avg_feels_like_temperature,avg_humidity,avg_wind_speed
Johor,2022-01-01,25.26798866855524,7.691218130311615,26.46600566572238,94.79815864022663,4.13456090651558
Johor,2022-01-02,23.64259818731118,7.046827794561934,24.493957703927492,98.04682779456193,3.2993957703927492
Johor,2022-01-03,24.966066066066066,8.80930930930931,25.626126126126128,94.35795795795796,5.461111111111111
Johor,2022-01-04,25.520411392405062,8.67246835443038,27.33386075949367,94.13164556962025,6.93370253164557
Johor,2022-01-05,26.046055437100215,8.921108742004265,28.23454157782516,89.02217484008528,6.401492537313433
Johor,2022-01-06,27.86697080291971,8.959854014598541,30.7007299270073,81.70839416058394,6.701094890510949
Johor,2022-01-07,27.401020408163266,8.927113702623906,29.747813411078717,86.94839650145772,5.806559766763848
Johor,2022-01-08,26.889925925925926,8.734814814814815,29.967407407407407,89.88296296296296,5.443555555555555
Johor,2022-01-09,27.679793510324483,8.212389380530974,29.778761061946902,85.98421828908555,6.254277286135693
Johor,2022-01-10,27.599227799227798,8.893178893178893,29.666666666666668,82.3997425997426,6.563063063063063
Johor,2022-01-11,27.58079306071871,8.920693928128872,29.848822800495665,83.00731102850062,5.902354399008674
Johor,2022-01-12,26.980625931445605,8.873323397913563,28.940387481371086,83.21371087928465,7.038897168405365
Johor,2022-01-13,26.652511415525115,8.961948249619482,28.033485540334855,81.79406392694064,7.347336377473364
Johor,2022-01-14,26.869444444444444,8.662280701754385,28.260233918128655,80.70029239766082,8.075584795321637
Johor,2022-01-15,27.203172205438065,8.96676737160121,28.79154078549849,81.32341389728097,6.205740181268882
Johor,2022-01-16,27.51119293078056,8.986745213549337,29.964653902798233,83.36111929307806,7.176583210603829
Johor,2022-01-17,27.52741935483871,8.67741935483871,30.375,84.33427419354838,6.81989247311828
Johor,2022-01-18,27.62021439509954,8.7687595712098,29.66156202143951,79.3989280245023,7.8660030627871365
Johor,2022-01-19,27.336594663278273,8.747141041931386,29.75095298602287,81.49961880559086,6.583481575603558
Johor,2022-01-20,27.70038510911425,8.722721437740693,29.85622593068036,80.06469833119384,5.582926829268293
Johor,2022-01-21,27.086676217765042,8.992836676217765,29.369627507163322,82.27249283667622,6
Johor,2022-01-22,27.451088534107402,8.99854862119013,29.79245283018868,82.64978229317852,5.158345428156749
Johor,2022-01-23,26.444677137870855,8.879581151832461,27.645724258289704,84.55916230366492,3.568586387434555
Johor,2022-01-24,27.498056537102475,8.696113074204947,29.627208480565372,82.21219081272085,4.65017667844523
Johor,2022-01-25,28.243718592964825,9,30.866834170854272,78.4179648241206,6.263819095477387
Johor,2022-01-26,27.657567185289956,8.932107496463932,29.547383309759546,80.83125884016972,4.997595473833098
Johor,2022-01-27,27.19442119944212,8.723849372384937,28.9581589958159,82.10083682008369,4.778382147838215
Johor,2022-01-28,27.469757489301,9,29.0527817403709,79.78131241084165,4.962054208273894
Johor,2022-01-29,28.078615574783683,8.915945611866501,30.206427688504327,79.53473423980222,4.075030902348579
Johor,2022-01-30,27.460815822002473,8.901112484548825,29.148331273176762,83.28862793572311,3.8589616810877625
Johor,2022-01-31,28.036757425742575,8.856435643564357,31.195544554455445,81.19455445544554,4.294554455445544
Johor,2022-02-01,27.825390625,9,29.641927083333332,82.524609375,5.054296875
Johor,2022-02-02,27.747870778267256,9,29.922173274596183,81.27797356828194,3.654919236417034
Johor,2022-02-03,27.814038461538463,8.892307692307693,31.78076923076923,81.80557692307693,5.57
Johor,2022-02-04,28.037223340040242,8.776659959758552,31.704225352112676,80.52635814889337,6.13158953722334
Johor,2022-02-05,26.876290630975145,8.281070745697896,30.27151051625239,85.77896749521989,5.670363288718929
Johor,2022-02-06,26.19475806451613,7.554435483870968,29.588709677419356,89.5391129032258,5.773991935483871
Johor,2022-02-07,25.105774278215222,8.435695538057743,26.241469816272964,92.99711286089239,5.129658792650918
Johor,2022-02-08,25.6216,8.646,27.752,91.3316,3.8566
Johor,2022-02-09,25.526105263157895,7.869473684210527,26.76421052631579,91.99242105263158,3.5776842105263156
Johor,2022-02-10,23.865665236051502,7.723175965665236,24.09227467811159,96.03154506437768,3.721030042918455
Johor,2022-02-11,25.11827731092437,8.365546218487395,25.80672268907563,89.14747899159664,5.106302521008403
Johor,2022-02-12,26.467621145374448,8.837004405286343,28.1784140969163,82.34229074889868,5.905066079295154
Johor,2022-02-13,26.708704883227178,8.602972399150744,29.751592356687897,85.99469214437367,3.2653927813163484
Johor,2022-02-14,26.825903614457832,8.965863453815262,29.783132530120483,88.2983935742972,3.6616465863453813
Johor,2022-02-15,25.705391304347827,7.845217391304348,27.808695652173913,92.25165217391304,3.319478260869565
Johor,2022-02-16,25.248084054388134,7.699629171817058,26.300370828182942,93.33053152039555,2.915451174289246
Johor,2022-02-17,27.852585119798235,8.548549810844893,29.528373266078184,83.88511979823456,4.432156368221942
Johor,2022-02-18,28.144981412639407,8.790582403965304,32.127633209417596,85.28252788104089,4.945724907063197
Johor,2022-02-19,27.840688775510205,8.911989795918368,30.926020408163264,85.4436224489796,3.9894132653061223
Johor,2022-02-20,27.645420326223338,8.622333751568382,30.55081555834379,85.46373902132999,3.640150564617315
Johor,2022-02-21,28.315080346106303,8.61557478368356,30.865265760197776,82.14202719406676,4.866254635352287
Johor,2022-02-22,27.567682926829267,8.748475609756097,30.184451219512194,83.17256097560976,4.686890243902439
Johor,2022-02-23,26.83191489361702,8.24645390070922,28.377659574468087,85.58457446808511,5.799822695035461
Johor,2022-02-24,24.114583333333332,8.505208333333334,24.41015625,96.943359375,5.209244791666666
Johor,2022-02-25,26.581975308641976,8.367901234567901,27.735802469135802,86.71358024691358,6.136543209876543
Johor,2022-02-26,26.85576923076923,8.992788461538462,27.71033653846154,86.12524038461538,4.125721153846154
Johor,2022-02-27,26.47772397094431,8.687651331719128,29.814769975786923,90.81016949152543,5.045278450363196
Johor,2022-02-28,27.504197530864197,8.572839506172839,30.825925925925926,85.97765432098765,5.595555555555555
Johor,2022-03-01,27.29887076537014,8.548306148055207,30.340025094102884,86.49686323713927,4.44228356336261
Johor,2022-03-02,26.85349428208386,7.9542566709021605,28.79415501905972,88.06759847522237,4.653240152477764
Johor,2022-03-03,27.052605459057073,8.234491315136477,30.255583126550867,88.52307692307693,5.779776674937965
Johor,2022-03-04,27.25523465703971,8.849578820697955,29.23225030084236,87.38772563176896,5.699759326113116
Johor,2022-03-05,27.196894409937887,8.66832298136646,28.6111801242236,86.02186335403727,4.613291925465838
Johor,2022-03-06,27.251387213510252,8.750301568154402,29.20627261761158,87.58057901085645,3.1427020506634498
Johor,2022-03-07,27.04035087719298,8.550125313283209,29.779448621553886,89.99473684210527,3.7974937343358395
Johor,2022-03-08,27.01886075949367,7.830379746835443,29.691139240506327,89.10316455696203,3.6263291139240508
Johor,2022-03-09,27.91430332922318,8.911220715166461,30.948212083847103,87.13699136868064,4.675462392108508
Johor,2022-03-10,28.18058968058968,8.916461916461916,32.082309582309584,85.67100737100738,5.004422604422604
Johor,2022-03-11,28.451325301204818,8.867469879518072,31.37831325301205,83.19373493975904,5.2949397590361444
Johor,2022-03-12,28.447307692307692,8.63076923076923,30.665384615384614,80.43923076923078,5.8133333333333335
Johor,2022-03-13,28.871875,8.997596153846153,32.34855769230769,81.34146634615385,5.0289663461538465
Johor,2022-03-14,28.00791180285344,8.652399481193255,31.17898832684825,87.96770428015564,3.735408560311284
Johor,2022-03-15,26.265360303413402,8.29203539823009,28.02402022756005,92.25777496839444,3.395575221238938
Johor,2022-03-16,27.38068614993647,7.595933926302414,29.64803049555273,87.82401524777637,3.473062261753494
Johor,2022-03-17,26.90036945812808,7.130541871921182,29.23152709359606,91.01256157635468,2.6669950738916257
Johor,2022-03-18,28.069012345679013,7.655555555555556,30.225925925925925,83.8032098765432,5.208271604938272
Johor,2022-03-19,29.266707466340268,8.946144430844553,32.11138310893513,79.78396572827417,4.426805385556915
Johor,2022-03-20,28.961389961389962,7.544401544401544,31.36936936936937,85.81930501930502,3.7526383526383524
Johor,2022-03-21,27.414443084455325,8.334149326805386,30.004895960832314,86.11162790697675,3.730844553243574
Johor,2022-03-22,27.475824175824176,8.482295482295482,31.168498168498168,90.38681318681319,3.4136752136752135
Johor,2022-03-23,26.957735849056604,8.178616352201258,29.227672955974842,91.19433962264151,3.06125786163522
Johor,2022-03-24,28.721098626716604,8.779026217228465,31.034956304619225,82.84681647940074,3.533832709113608
Johor,2022-03-25,27.750700636942675,8.198726114649682,30.629299363057324,87.0659872611465,3.165859872611465
Johor,2022-03-26,27.768476821192053,8.362913907284769,30.113907284768214,87.00119205298013,3.4017218543046357
Johor,2022-03-27,28.37457180500659,8.5098814229249,31.877470355731226,84.25915678524375,4.326086956521739
